brand,type,miles,years,location,nowprice,preprice
雷克萨斯LS,2018款,8.4万公里,2019-01,广州,55.00,94.98万
宝马4系,2019款,2.65万公里,2020-01,重庆,32.90,48.82万
揽胜星脉,2020款,2.27万公里,2021-01,西安,44.00,69.01万
传祺M8,2020款,3万公里,2020-09,广州,20.99,27.44万
宝马4系,2014款,11万公里,2016-01,广州,23.80,66.21万
宝来,2018款,5万公里,2017-12,沈阳,6.88,14.31万
奥迪S4,2020款,2.5万公里,2020-11,常州,41.58,50.89万
法拉利FF,2012款,1.3万公里,2014-03,重庆,209.98,576.17万
发现运动版,2020款,4万公里,2020-09,无锡,24.80,44.70万
宝马X1,2019款,10万公里,2019-01,无锡,17.98,36.88万
航海家(进口),2020款,3.3万公里,2021-01,广州,29.69,49.80万
宝马5系,2018款,5.95万公里,2017-09,重庆,27.60,48.84万
宝马7系,2019款,5万公里,2020-08,成都,74.80,101.82万
迈巴赫GLS,2021款,2.8万公里,2021-10,三明,255.00,267.79万
宝马5系,2019款,7万公里,2019-10,长沙,33.98,50.36万
蒙迪欧,2017款,4.2万公里,2017-10,佛山,10.38,20.93万
蒙迪欧,2017款,8.6万公里,2017-10,佛山,10.38,20.93万
甲壳虫,2017款,4万公里,2018-07,长沙,13.70,23.62万
Cayenne,2016款,11.2万公里,2017-05,长沙,,已降8200元
揽胜极光,2018款,6.5万公里,2018-05,长沙,,已降8200元
奔驰GLC,2019款,9.1万公里,2018-11,长沙,,已降8200元
奔驰E级,2021款,4万公里,2020-10,东莞,47.80,54.03万
Cayenne,2018款,8.2万公里,2019-01,郑州,69.90,97.15万
汉兰达,2017款,10.5万公里,2017-12,成都,18.97,32.33万
奔驰C级,2020款,3.6万公里,2020-08,东莞,25.98,34.06万
轩逸,2019款,2万公里,2019-10,南宁,8.58,15.23万
奔驰C级AMG,2015款,2万公里,2019-06,台州,75.80,135.47万
奔驰A级,2019款,3万公里,2019-06,成都,,已降1000元
秦PLUS,2021款,0.3万公里,2022-07,成都,,已降2000元
Macan,2017款,3.7万公里,2017-07,台州,37.80,59.70万
宝马X5(进口),2017款,9.4万公里,2017-09,成都,34.80,82.28万
宝马M2,2018款,5.4万公里,2018-04,广州,38.80,65.11万
奥迪A6L,2022款,0.01万公里,2022-09,郑州,38.80,46.45万
揽胜极光,2020款,2.3万公里,2021-03,长沙,26.80,40.79万
冒险家,2021款,3.51万公里,2021-05,徐州,21.80,30.37万
途乐,2018款,6.3万公里,2019-07,成都,37.50,
宝马3系,2015款,7万公里,2015-09,重庆,,已降7800元
奥迪A6L,2022款,0.01万公里,2022-10,成都,37.68,45.57万
奥迪A6L,2022款,0.01万公里,2022-10,成都,37.68,45.57万
高尔夫,2020款,2万公里,2020-07,成都,,已降2000元
本田CR-V,2021款,2万公里,2021-04,成都,,已降1000元
奥迪Q2L,e-tron,3万公里,2020-05,成都,,已降1000元
马自达3,昂克赛拉,5.4万公里,2019-11,成都,,已降1000元
红旗H9,2020款,1万公里,2021-01,成都,,已降1000元
宝马5系,2019款,4.8万公里,2019-02,成都,,已降1000元
MINI,2017款,4万公里,2019-08,成都,,已降1000元
领克03,2021款,1.9万公里,2021-10,成都,,已降1200元
保时捷911,2013款,3.4万公里,2015-04,东莞,128.00,203.85万
奔驰C级AMG,2019款,4.4万公里,2019-09,东莞,76.80,122.75万
奥迪R8,2016款,3.2万公里,2018-08,东莞,155.80,249.64万
奔驰C级(进口),2016款,10万公里,2016-07,东莞,23.80,41.55万
Cayenne新能源,2019款,5.9万公里,2019-09,东莞,69.80,100.19万
欧陆,2010款,6.2万公里,2010-11,东莞,78.80,540.56万
Cayenne,2019款,3.9万公里,2020-01,东莞,86.80,99.10万
Panamera,2017款,6.7万公里,2019-01,东莞,89.80,105.62万
宝马X6,2017款,8.1万公里,2017-07,东莞,39.80,108.33万
奔驰C级(进口),2016款,7.8万公里,2016-04,无锡,18.90,41.57万
途锐新能源,2021款,3.8万公里,2021-08,南京,,已降2万
途昂,2019款,3万公里,2019-08,成都,,已降1000元
奔驰C级(进口),2018款,5.05万公里,2017-11,徐州,,已降1000元
揽胜运动版,2014款,9万公里,2014-11,成都,,已降1000元
奥迪A4L,2020款,2.4万公里,2021-02,成都,,已降1000元
揽胜极光,2021款,1万公里,2021-08,成都,,已降1000元
奔驰GLA,2019款,3.4万公里,2019-12,东莞,,已降1.8万
蒙迪欧,2017款,5.6万公里,2017-06,泉州,8.68,20.93万
标致5008,2017款,3万公里,2018-09,成都,12.68,24.50万
宝马X3,2021款,1.6万公里,2021-03,长沙,36.98,46.22万
宝马3系,2018款,5万公里,2018-07,成都,19.98,39.82万
奔驰CLA,2021款,1.8万公里,2021-04,成都,28.90,36.67万
凯迪拉克ATS-L,2016款,7万公里,2017-10,成都,12.28,34.60万
奔驰E级,2021款,4万公里,2021-01,成都,43.68,50.78万
埃尔法,2018款,8.4万公里,2019-01,长沙,97.80,89.33万
凌渡,2019款,4.3万公里,2019-02,成都,9.52,16.92万
迈腾GTE插电混动,2022款,0.02万公里,2022-08,郑州,18.80,25.82万
奔驰GLC,2020款,5.66万公里,2020-01,东莞,34.58,48.61万
奔驰S级,2014款,5.4万公里,2015-01,成都,76.80,227.73万
奥迪A3,2018款,7.08万公里,2017-12,南宁,11.28,23.86万
奔驰GLA,2022款,1.3万公里,2022-06,长沙,,已降2万
宝马5系(进口),2013款,15万公里,2013-03,北京,,已降1000元
宝马3系GT,2014款,10万公里,2015-07,北京,,已降1000元
宝马X1,2014款,9万公里,2014-09,北京,,已降3000元
英菲尼迪QX50,2015款,8.2万公里,2017-12,南宁,12.98,37.97万
奥迪Q5,2015款,6.8万公里,2015-08,南宁,16.58,46.85万
马自达CX-5,2017款,12.5万公里,2018-06,南宁,10.68,21.69万
奔驰GLS,2018款,12.5万公里,2018-04,成都,,已降9000元
宝马5系,2020款,8.5万公里,2019-11,成都,,已降1.1万
奥迪A8,2021款,3.2万公里,2021-10,成都,,已降3500元
MINI,COUNTRYMAN,1.8万公里,2020-05,成都,,已降4000元
捷豹XFL,2022款,0.02万公里,2022-10,成都,,已降7000元
Model,3,0.8万公里,2021-09,成都,,已降4000元
奔驰C级,2022款,0.4万公里,2022-09,东莞,,已降7000元
宝马7系,2019款,4.4万公里,2021-03,成都,,已降5000元
Model,3,1.9万公里,2021-03,成都,,已降4900元
奥迪A3,2018款,8万公里,2017-10,重庆,,已降2000元
奔驰GLC,2019款,7万公里,2019-07,长沙,,已降1.9万
兰德酷路泽(进口),2015款,13.3万公里,2016-10,济南,47.28,
奔驰GLB,2022款,0.74万公里,2022-07,济南,26.80,33.75万
奥迪A6L,2020款,3.6万公里,2020-04,济南,32.98,44.48万
捷豹XEL,2021款,0.48万公里,2021-06,济南,23.28,37.97万
奔驰V级,2020款,1.7万公里,2021-02,济南,49.98,64.56万
奔驰GLS,2021款,2.4万公里,2021-02,济南,107.28,123.31万
埃尔法,2021款,0.01万公里,2022-09,济南,117.28,96.61万
传祺M8,2021款,2.5万公里,2021-03,济南,22.80,28.74万
宝马X5(进口),2021款,2.2万公里,2021-10,济南,69.98,82.48万
别克GL8,2022款,1.7万公里,2021-09,济南,42.28,51.01万
宝马7系,2019款,2.1万公里,2021-02,济南,65.28,89.88万
宝马7系,2021款,0.3万公里,2022-09,济南,70.80,89.88万
奥迪A6L,2020款,2.9万公里,2020-03,济南,34.80,47.74万
揽胜,2021款,3.7万公里,2021-02,济南,141.28,170.74万
奔驰E级,2020款,2.9万公里,2020-05,济南,35.28,46.65万
Panamera,2014款,5.7万公里,2015-11,北京,57.80,157.50万
宝马X3,2018款,4.5万公里,2019-06,武汉,28.80,46.22万
奔驰CLA,AMG,6.8万公里,2018-04,南京,28.80,59.25万
奥迪A4L,2022款,0.01万公里,2022-10,成都,28.98,37.32万
威兰达,2022款,0.29万公里,2022-09,唐山,20.50,25.05万
揽胜运动版新能源,2018款,7.7万公里,2017-12,宁波,51.80,98.56万
宝马X5(进口),2019款,9.3万公里,2019-05,成都,54.80,92.25万
英菲尼迪QX60(进口),2020款,0.4万公里,2022-02,无锡,35.80,52.08万
揽胜,2018款,5.6万公里,2019-07,成都,123.80,
Model,3,1万公里,2020-11,南宁,23.80,33.64万
宝马5系,2022款,1.5万公里,2021-11,南宁,45.30,54.70万
奔驰G级,2020款,2.8万公里,2020-06,苏州,212.50,176.80万
奥迪Q7,2021款,2.7万公里,2021-08,重庆,59.80,82.37万
速腾,2021款,0.95万公里,2021-04,合肥,11.15,16.38万
奔驰GLS,2022款,0.44万公里,2022-07,重庆,117.80,129.82万
别克GL8,2018款,9万公里,2019-03,长沙,27.50,48.84万
保时捷718,2020款,3万公里,2020-08,苏州,59.80,61.33万
揽胜,2020款,2.6万公里,2020-08,苏州,137.80,170.74万
途锐,2015款,11万公里,2015-07,无锡,22.80,85.75万
奔驰GLA,2018款,2.2万公里,2018-06,南宁,15.98,31.35万
迈凯伦570,2019款,1.82万公里,2019-11,合肥,188.80,277.88万
指南者,2020款,2.28万公里,2020-08,合肥,9.23,18.76万
Panamera,2020款,4.2万公里,2020-06,西安,117.90,126.78万
飞行家,2020款,1.01万公里,2021-03,西安,57.40,74.88万
发现,2021款,2.17万公里,2022-03,西安,64.40,79.87万
宝马X6,2020款,1.54万公里,2020-11,西安,69.40,90.84万
奔驰CLA,AMG,2.08万公里,2021-03,西安,53.00,60.66万
Ghibli,2021款,0.78万公里,2021-07,西安,67.40,79.15万
奥迪A8,2022款,0.5万公里,2021-12,西安,69.40,93.22万
Panamera,2021款,2.64万公里,2021-09,西安,114.00,105.62万
奔驰V级,2020款,0.34万公里,2021-10,西安,55.40,68.36万
Ghibli,2021款,2.18万公里,2021-07,西安,64.40,79.15万
MINI,2021款,1.26万公里,2021-02,西安,20.90,26.03万
航海家,2021款,0.45万公里,2022-02,西安,33.80,41.12万
宝马5系新能源,2021款,2.74万公里,2021-03,西安,38.30,54.26万
奔驰C级(进口),2018款,3万公里,2018-07,佛山,26.98,38.95万
途观,2017款,3万公里,2017-03,无锡,11.60,25.16万
劲客,2020款,1.83万公里,2020-07,合肥,8.08,13.00万
传祺GS4新能源,2019款,5.5万公里,2018-12,广州,7.98,22.45万
揽胜运动版,2021款,3万公里,2021-07,成都,77.88,98.56万
思域,2019款,4.4万公里,2020-01,南宁,11.88,15.84万
领克05,2020款,3.69万公里,2020-10,合肥,13.83,21.69万
奔驰C级,2015款,11万公里,2015-07,济南,16.80,38.40万
奥迪A8,2014款,10万公里,2015-04,长沙,31.80,100.60万
途乐,2019款,6.1万公里,2019-01,武汉,39.98,
揽胜星脉,2017款,5.8万公里,2018-06,西安,41.80,94.22万
奔驰GLS,2021款,2万公里,2021-07,长沙,105.80,123.31万
凌派,2017款,6万公里,2018-05,东莞,6.98,13.55万
凯迪拉克XT5,2018款,4.9万公里,2018-04,无锡,18.60,42.32万
奔驰GLE轿跑,2020款,0.9万公里,2020-12,北京,76.50,99.62万
宝马3系,2021款,2.7万公里,2021-03,武汉,30.80,39.72万
路虎卫士,2021款,2.8万公里,2021-01,重庆,89.80,96.39万
宝马3系,2020款,5.09万公里,2020-10,西安,30.99,44.49万
奔驰GLA,2015款,7.5万公里,2015-09,佛山,11.98,31.46万
奔驰GLC轿跑,AMG,3.5万公里,2021-04,重庆,54.50,74.55万
奥迪TT,2013款,10万公里,2015-08,佛山,15.55,56.34万
发现神行,2017款,5万公里,2017-07,无锡,17.80,44.29万
途锐,2018款,5万公里,2018-11,无锡,35.80,73.57万
迈腾,2019款,9万公里,2019-09,石家庄,14.98,23.35万
冠道,2017款,4万公里,2018-04,石家庄,21.55,31.78万
本田CR-V,2019款,4万公里,2018-11,石家庄,15.80,22.12万
朗逸,2019款,1.3万公里,2020-09,石家庄,9.50,14.86万
雷克萨斯UX,2020款,0.1万公里,2021-04,唐山,21.50,28.11万
迈巴赫S级,2019款,9.9万公里,2019-11,南宁,192.88,308.14万
赛那SIENNA,2021款,2.3万公里,2022-03,郑州,38.70,41.23万
哈弗大狗,2021款,1.28万公里,2020-11,西安,11.80,15.51万
凯迪拉克CT6,2017款,3万公里,2018-08,无锡,22.30,53.18万
宝马X3(进口),2016款,9万公里,2018-07,长沙,19.80,45.70万
奔驰GLB,AMG,1万公里,2022-06,广州,36.80,48.82万
Polo,2014款,6.5万公里,2014-03,温州,4.38,11.28万
汉兰达,2012款,12万公里,2014-02,无锡,13.80,34.60万
沃尔沃XC90,2020款,4万公里,2019-10,无锡,39.80,75.00万
君越,2018款,6万公里,2018-06,无锡,13.80,28.20万
甲壳虫,2015款,4万公里,2016-06,无锡,14.80,23.53万
奥迪A8,2022款,0.5万公里,2022-04,郑州,71.90,93.22万
MINI,2012款,7万公里,2013-09,无锡,9.80,34.30万
宝马5系,2014款,7.1万公里,2015-04,广州,21.80,54.23万
朗行,2017款,4.1万公里,2017-03,重庆,7.38,15.19万
别克GL8,2021款,3万公里,2021-01,重庆,35.80,34.07万
哈弗H9,2017款,12.7万公里,2018-10,重庆,18.68,28.63万
一汽-大众CC,2016款,3.19万公里,2017-01,昆明,14.58,29.18万
Panamera,2017款,4.7万公里,2019-03,南宁,101.80,126.78万
标致5008,2019款,8.6万公里,2019-07,昆明,12.68,24.50万
奔驰E级,2018款,4万公里,2018-02,汕头,34.80,51.54万
桑塔纳,2016款,6.2万公里,2017-08,重庆,5.88,12.35万
奥迪Q5L,2018款,5万公里,2019-02,嘉兴,24.50,41.55万
宝马3系GT,2016款,8万公里,2016-08,佛山,17.38,49.28万
路虎卫士,2022款,3.3万公里,2021-08,长沙,,已降2万
宝马4系,2021款,2万公里,2021-04,长沙,,已降5200元
奔驰E级(进口),2021款,0.5万公里,2021-07,长沙,,已降8200元
路虎卫士,2020款,3万公里,2020-08,长沙,,已降1万
奥迪Q5L,2020款,1.5万公里,2021-06,长沙,,已降1万
揽胜运动版,2021款,2.8万公里,2021-05,长沙,,已降1万
宝马Z4,2011款,8.6万公里,2011-11,成都,,已降3000元
宝马X5(进口),2018款,3.6万公里,2020-12,长沙,,已降1200元
起亚KX5,2016款,14万公里,2017-01,长沙,8.00,19.19万
别克GL8,2018款,3.1万公里,2018-03,广州,19.80,31.47万
奔驰E级,2020款,5.9万公里,2020-07,广州,35.80,50.56万
奔驰E级新能源,2022款,0.8万公里,2022-04,广州,43.68,56.26万
Panamera,2017款,6.2万公里,2017-06,广州,78.80,105.62万
威尔法,2020款,0.3万公里,2021-04,广州,98.88,94.44万
艾力绅,2016款,4万公里,2018-11,长沙,19.68,27.12万
雷克萨斯ES,2018款,6万公里,2018-11,广州,28.98,38.97万
宝马5系,2019款,6万公里,2019-12,广州,35.98,50.36万
Model,3,3.8万公里,2020-01,广州,19.88,31.67万
宝马3系,2020款,3.4万公里,2019-10,佛山,28.68,39.50万
揽胜极光,2017款,7.9万公里,2017-03,广州,16.80,49.71万
奥迪A6L,2020款,3.2万公里,2021-06,长沙,,已降1万
Macan,2021款,2.3万公里,2021-03,长沙,,已降1万
保时捷911,2016款,3.1万公里,2017-10,成都,,已降2万
揽胜运动版,2014款,11万公里,2014-08,成都,,已降2万
宝马X5(进口),2021款,4.7万公里,2021-01,长沙,,已降1200元
兰德酷路泽(进口),2016款,6.8万公里,2018-01,长沙,,已降8200元
Taycan,2019款,1.7万公里,2021-05,广州,95.88,124.61万
宝马X4,2020款,4.7万公里,2020-10,广州,34.98,49.49万
雷克萨斯ES,2015款,11万公里,2016-04,长沙,19.00,32.35万
沃尔沃XC60,2016款,13万公里,2016-05,长沙,12.60,43.08万
宝马5系新能源,2019款,6.6万公里,2019-01,广州,29.98,53.94万
奔驰V级,2020款,3.6万公里,2021-02,广州,44.68,51.89万
宝马3系,2021款,3.6万公里,2020-11,广州,26.88,34.62万
奔驰GLS,2018款,7.5万公里,2018-06,广州,62.80,101.47万
宝马3系,2020款,2.5万公里,2021-01,佛山,28.28,37.66万
宝马5系,2021款,3.15万公里,2021-01,长沙,43.80,52.85万
别克GL8,2021款,3.3万公里,2021-06,重庆,22.80,29.30万
传祺M8,2021款,2万公里,2022-02,重庆,22.68,27.44万
宝马M2,2016款,3.7万公里,2016-06,佛山,35.80,69.52万
宝马5系,2022款,0.96万公里,2022-03,长沙,45.80,54.59万
宝马X3(进口),2014款,8万公里,2015-09,长沙,17.80,49.93万
宝马7系,2019款,3.2万公里,2020-05,长沙,66.80,101.82万
迈腾,2017款,6.9万公里,2017-06,成都,,已降1000元
保时捷718,2018款,2.8万公里,2019-09,合肥,52.80,59.16万
Panamera,2021款,3.29万公里,2021-04,东莞,131.80,123.53万
宝马8系,2019款,2.9万公里,2020-10,东莞,76.80,105.07万
奔驰S级,2020款,7.43万公里,2020-06,东莞,73.80,103.10万
奥迪A4L,2020款,7.9万公里,2020-08,东莞,,已降3000元
艾力绅,2016款,7万公里,2017-12,遵义,,已降6000元
RAV4荣放,2020款,1.5万公里,2020-09,南宁,15.98,21.15万
昂科威,2014款,8.4万公里,2015-02,昆明,9.60,36.90万
凯美瑞,2015款,5.9万公里,2016-01,东莞,10.38,20.93万
雷克萨斯LS,2020款,1.8万公里,2020-03,北京,81.80,127.22万
奔驰G级AMG,2013款,10.4万公里,2014-05,北京,115.80,249.44万
凯迪拉克CT6,2019款,7.4万公里,2019-08,成都,20.18,41.22万
奔驰GLE,2020款,2.4万公里,2020-07,重庆,62.80,79.00万
迈巴赫S级,2019款,1.4万公里,2019-05,北京,122.80,149.88万
库里南,2018款,1万公里,2020-06,北京,668.80,662.14万
Cayman,2015款,6.8万公里,2014-10,成都,,已降2.3万
宝马3系,2018款,5.2万公里,2018-07,泉州,21.80,37.97万
幻影,2018款,1.3万公里,2018-07,北京,858.80,998.63万
奥迪RS,6,3万公里,2020-05,北京,109.80,150.99万
奥迪Q2L,2022款,0.01万公里,2022-10,嘉兴,16.30,24.84万
欧陆,2012款,3.1万公里,2015-08,北京,141.80,330.85万
福特E350,2011款,6.1万公里,2011-07,北京,23.80,153.05万
保时捷911,2016款,3.1万公里,2016-09,北京,92.80,138.40万
轩逸,2021款,0.96万公里,2021-03,佛山,,已降3000元
奔驰G级AMG,2019款,2.8万公里,2019-11,北京,265.80,266.81万
奔驰G级,2013款,6.7万公里,2014-08,北京,98.80,184.31万
保时捷911,2016款,3.2万公里,2016-04,北京,92.80,150.01万
Panamera新能源,2017款,1.1万公里,2019-12,北京,138.80,141.65万
法拉利458,2011款,1.1万公里,2013-01,北京,229.80,421.16万
奥迪A8,2008款,16.9万公里,2008-05,北京,24.80,215.79万
迈腾,2018款,4.7万公里,2018-01,上海,,已降1万
奥迪A4L,2020款,0.4万公里,2021-05,南京,,已降1万
宝马5系,2017款,15万公里,2017-01,南京,,已降4000元
艾力绅,2019款,3万公里,2020-08,南京,,已降6000元
奔驰E级,2020款,5万公里,2020-06,长沙,39.80,50.56万
宝马5系,2022款,2.5万公里,2022-01,长沙,39.80,47.10万
奔驰GLC,2020款,4.4万公里,2020-09,长沙,33.80,42.85万
凯迪拉克CT5,2020款,5.1万公里,2020-03,长沙,20.80,31.45万
凯迪拉克CT5,2020款,5.1万公里,2020-03,长沙,20.80,31.45万
宝马X3,2022款,0.88万公里,2022-01,长沙,39.98,47.41万
途安,2018款,7.8万公里,2017-11,上海,7.50,19.52万
奔驰S级,2014款,6.2万公里,2015-08,泉州,53.60,120.27万
悍马H2,2008款,9.3万公里,2009-02,北京,39.80,138.94万
Macan,2021款,1.1万公里,2021-07,青岛,51.80,57.64万
秦PLUS,2021款,1万公里,2022-03,南宁,11.98,14.74万
宝马X5(进口),2021款,5万公里,2021-08,郑州,56.50,75.97万
本田UR-V,2017款,5.5万公里,2020-03,沈阳,21.88,30.37万
雅阁,2018款,7.2万公里,2018-11,成都,11.98,19.52万
雷克萨斯ES,2020款,2.2万公里,2020-12,成都,26.98,33.54万
沃尔沃S90,2020款,6万公里,2020-01,沈阳,24.58,43.73万
保时捷718,2020款,1万公里,2020-05,沈阳,57.80,59.16万
昂科旗,2020款,1.9万公里,2020-11,徐州,20.80,34.72万
宝马3系,2022款,1.51万公里,2022-02,徐州,34.90,40.26万
轩逸,2021款,5.72万公里,2020-09,临沂,9.68,14.10万
帕萨特,2017款,3.07万公里,2018-02,临沂,12.28,24.20万
奥迪A7,2019款,9万公里,2019-11,天津,49.98,85.84万
轩逸,2020款,3.5万公里,2020-07,佛山,8.90,14.53万
奥迪A6L,2019款,2.3万公里,2020-01,西安,32.60,44.48万
思域,2016款,5万公里,2017-09,南京,8.86,15.19万
林肯MKX,2018款,8.6万公里,2019-01,郑州,16.80,50.89万
宝马3系,2018款,2.8万公里,2018-11,西安,19.98,39.82万
标致5008,2019款,5.8万公里,2019-01,南宁,9.98,20.37万
沃尔沃S90新能源,2021款,4.7万公里,2020-10,成都,28.80,54.26万
岚图FREE,2021款,0.24万公里,2022-07,海口,27.28,36.21万
问界M5,2022款,0.1万公里,2022-10,海口,26.98,31.35万
奔驰A级AMG,2020款,1.08万公里,2021-06,徐州,35.80,43.40万
宝马M2,2016款,8.81万公里,2018-07,广州,32.30,69.52万
奔驰E级,2022款,1.2万公里,2022-01,北京,49.80,54.15万
奥迪Q3,2013款,12.1万公里,2013-06,泉州,8.80,34.30万
宝马5系,2020款,6.3万公里,2020-08,沈阳,38.80,52.85万
奥迪A4L,2018款,10.6万公里,2018-12,中山,16.80,37.22万
奥迪Q3,2019款,5.36万公里,2019-12,中山,16.80,31.13万
奔驰G级,2013款,3.2万公里,2017-04,石家庄,129.80,184.31万
宝马5系,2018款,6.5万公里,2017-10,石家庄,26.98,48.84万
凯美瑞,2019款,1.6万公里,2019-12,石家庄,16.80,26.03万
揽胜运动版,2019款,4.7万公里,2019-06,长沙,66.88,98.21万
奔驰GLC,2021款,0.33万公里,2022-02,长沙,38.68,46.65万
奔驰GLC轿跑,2022款,0.85万公里,2022-01,长沙,41.80,50.02万
Model,3,3.35万公里,2021-03,北京,26.19,36.90万
奔驰E级,2022款,1.36万公里,2022-01,徐州,46.80,52.09万
宝马X1,2021款,4.9万公里,2020-12,南宁,20.28,33.63万
宝马X1,2013款,8万公里,2014-07,东莞,8.28,30.94万
宝马3系,2020款,5.4万公里,2020-10,苏州,27.98,39.50万
Giulia,2017款,9万公里,2017-10,广州,15.30,37.97万
沃尔沃V40,2019款,5.3万公里,2019-03,成都,11.58,24.63万
Ghibli,2014款,5.7万公里,2015-06,合肥,41.80,97.48万
蔚来ES6,2022款,0.02万公里,2022-08,合肥,37.80,46.24万
沃尔沃XC60新能源,2022款,1.5万公里,2021-11,成都,29.68,57.30万
沃尔沃S90,2021款,2.98万公里,2020-10,南宁,25.80,44.17万
宝马i8,2014款,3.3万公里,2016-03,常州,83.78,195.17万
Model,X,7.7万公里,2019-07,西安,55.00,83.90万
发现神行,2018款,5.3万公里,2019-02,沈阳,19.98,43.94万
奔驰C级,2022款,0.64万公里,2022-06,徐州,33.80,38.12万
翼虎,2017款,4.19万公里,2017-01,临沂,7.88,24.94万
沃尔沃S90,2019款,4万公里,2018-11,合肥,21.88,47.75万
雷克萨斯LM,2020款,2.5万公里,2021-03,沈阳,159.80,126.57万
红旗H7,2019款,1万公里,2019-11,济南,14.80,34.50万
奥迪RS,5,4万公里,2021-06,北京,71.80,90.83万
宝马X3,2021款,1.72万公里,2021-06,徐州,35.60,46.22万
路虎卫士,2021款,5.3万公里,2021-04,沈阳,86.80,96.39万
宝马5系,2020款,8.42万公里,2020-07,西安,33.98,52.85万
凯迪拉克XT5,2021款,3.4万公里,2021-09,合肥,23.58,37.96万
揽胜运动版,2018款,5.6万公里,2018-10,合肥,67.99,126.78万
奥迪TT,2015款,2.8万公里,2018-11,合肥,28.50,58.92万
奔驰E级,2015款,13.8万公里,2016-01,郑州,21.98,52.97万
大指挥官,2018款,2.4万公里,2018-11,石家庄,16.88,31.46万
Cayenne,2018款,11万公里,2018-08,贵阳,73.98,97.15万
奔驰GLS,2018款,4.5万公里,2019-01,合肥,69.90,125.70万
Cayenne,2018款,5.9万公里,2019-01,合肥,73.90,97.15万
宝马5系,2021款,2.7万公里,2021-01,南宁,43.99,55.02万
撼路者,2017款,4.5万公里,2019-08,石家庄,16.80,34.95万
揽胜极光,2020款,1.8万公里,2021-06,苏州,26.80,40.79万
奔驰C级,2022款,1万公里,2022-03,济南,29.80,35.30万
雅阁,2007款,15万公里,2007-04,常州,2.68,27.87万
奥迪Q3,Sportback,0.01万公里,未上牌,嘉兴,21.70,31.40万
奥迪Q2L,2022款,0.01万公里,未上牌,嘉兴,17.30,26.79万
揽境,2021款,0.45万公里,2021-06,南宁,27.98,37.22万
奔驰E级,2021款,3.4万公里,2022-01,沈阳,48.90,54.15万
捷豹E-PACE,2018款,4.37万公里,2020-07,徐州,18.50,36.56万
兰德酷路泽(进口),2019款,4.2万公里,2020-01,武汉,75.80,
沃尔沃S90新能源,2022款,0.01万公里,2022-09,长沙,36.98,54.26万
宝马X1,2021款,6.5万公里,2021-02,南宁,17.48,32.43万
途锐,2020款,5.4万公里,2020-08,长沙,49.28,78.02万
宝马X2,2021款,3.1万公里,2021-01,南宁,17.98,31.46万
冠道,2017款,4.8万公里,2019-07,泉州,17.30,23.88万
荣威950,2017款,4.97万公里,2018-11,临沂,6.58,18.32万
埃尔法,2021款,1.22万公里,2022-01,合肥,109.80,96.61万
兰德酷路泽(进口),2019款,3.6万公里,2019-02,武汉,64.80,
传祺GS4,PLUS,0.4万公里,2021-07,东莞,11.37,15.50万
宝马5系GT,2014款,6.1万公里,2016-04,石家庄,27.80,74.68万
宝马X1,2014款,9万公里,2014-10,南京,8.98,30.94万
奔驰S级,2010款,17万公里,2009-11,常州,22.78,282.01万
发现神行,2016款,8.06万公里,2017-01,临沂,15.98,44.29万
普拉多(进口),2013款,11.8万公里,2013-08,天津,24.60,
奔驰GLC,2018款,5万公里,2018-11,合肥,25.38,42.85万
宝马1系(进口),2012款,8.5万公里,2012-05,常州,6.78,30.18万
总裁,2015款,10万公里,2015-06,济南,45.50,206.02万
捷豹XJ,2016款,10万公里,2017-10,济南,29.80,97.48万
奔驰E级,2018款,9万公里,2018-06,济南,33.80,54.58万
宝马7系,2016款,11万公里,2018-02,济南,38.80,111.59万
Cayenne新能源,2021款,1.13万公里,2021-01,成都,79.80,94.22万
雷克萨斯ES,2021款,1.7万公里,2022-01,青岛,37.80,41.13万
奔驰E级,2018款,4.6万公里,2018-02,重庆,30.98,47.41万
帕杰罗(进口),2018款,3.9万公里,2019-07,郑州,25.88,42.31万
奔驰GLE,2020款,2.4万公里,2020-05,长沙,67.80,84.65万
埃尔法,2015款,6万公里,2017-05,济南,73.80,82.39万
发现运动版,2021款,1.3万公里,2021-06,苏州,24.98,41.55万
奥迪Q2L,e-tron,6.6万公里,2020-04,中山,11.80,25.76万
宝马7系,2017款,2.4万公里,2019-04,合肥,71.60,156.09万
奥迪A3,2019款,2.9万公里,2019-10,中山,11.98,21.12万
雷克萨斯ES,2015款,10万公里,2016-09,广州,17.68,30.28万
奔驰GLC,2021款,2.27万公里,2021-05,徐州,37.50,46.65万
奔驰GLB,2021款,1.6万公里,2021-06,南宁,24.38,35.69万
牧马人,2021款,1.7万公里,2021-07,合肥,42.80,51.01万
超霸4Runner,2019款,3.03万公里,2020-06,合肥,52.80,
奔驰GLC,2018款,7万公里,2017-12,广州,24.98,46.78万
Macan,2021款,0.79万公里,2021-06,成都,62.80,67.19万
奔驰GLC,AMG,5万公里,2019-04,南京,41.80,69.12万
魏牌,VV7,7.08万公里,2018-01,临沂,8.58,20.49万
Model,Y,2.02万公里,2022-03,北京,25.31,34.40万
Model,3,3.77万公里,2020-04,北京,18.80,31.67万
Model,3,1.44万公里,2022-06,北京,23.01,30.06万
Model,3,1.55万公里,2021-06,北京,21.20,28.95万
